iter	Passed	Remaining
1677	11264	35726
1678	11270	35718
1679	11277	35712
1680	11284	35705
1681	11291	35699
1682	11298	35693
1683	11304	35684
1684	11310	35676
1685	11317	35670
1686	11324	35664
1687	11331	35657
1688	11337	35651
1689	11344	35644
1690	11351	35637
1691	11357	35630
1692	11364	35623
1693	11371	35616
1694	11377	35610
1695	11384	35603
1696	11390	35595
1697	11397	35589
1698	11404	35582
1699	11410	35574
1700	11417	35567
1701	11424	35560
1702	11430	35552
1703	11437	35546
1704	11444	35540
1705	11451	35534
1706	11458	35529
1707	11465	35524
1708	11471	35516
1709	11478	35508
1710	11484	35501
1711	11491	35494
1712	11497	35486
1713	11504	35479
1714	11511	35472
1715	11517	35465
1716	11524	35458
1717	11530	35451
1718	11537	35445
1719	11544	35440
1720	11551	35432
1721	11557	35425
1722	11564	35418
1723	11571	35411
1724	11577	35405
1725	11584	35399
1726	11591	35392
1727	11598	35385
1728	11604	35378
1729	11611	35371
1730	11617	35363
1731	11624	35356
1732	11631	35350
1733	11637	35343
1734	11644	35336
1735	11651	35328
1736	11657	35322
1737	11664	35316
1738	11671	35309
1739	11678	35303
1740	11685	35298
1741	11692	35292
1742	11699	35287
1743	11706	35280
1744	11712	35272
1745	11719	35264
1746	11725	35258
1747	11732	35251
1748	11739	35244
1749	11745	35237
1750	11752	35229
1751	11758	35222
1752	11764	35214
1753	11771	35208
1754	11778	35201
1755	11785	35194
1756	11791	35187
1757	11798	35180
1758	11804	35172
1759	11811	35165
1760	11817	35158
1761	11824	35151
1762	11831	35144
1763	11838	35138
1764	11844	35132
1765	11851	35126
1766	11858	35119
1767	11867	35117
1768	11873	35110
1769	11879	35102
1770	11886	35095
1771	11893	35088
1772	11899	35082
1773	11906	35075
1774	11913	35068
1775	11919	35061
1776	11926	35055
1777	11933	35048
1778	11939	35040
1779	11946	35033
1780	11953	35027
1781	11959	35019
1782	11966	35013
1783	11973	35008
1784	11980	35002
1785	11987	34995
1786	11993	34987
1787	12000	34980
1788	12006	34973
1789	12013	34966
1790	12020	34959
1791	12026	34951
1792	12035	34951
1793	12043	34948
1794	12050	34944
1795	12057	34938
1796	12064	34932
1797	12071	34924
1798	12078	34918
1799	12084	34911
1800	12090	34903
1801	12098	34897
1802	12105	34892
1803	12112	34887
1804	12119	34881
1805	12125	34873
1806	12133	34868
1807	12139	34862
1808	12146	34855
1809	12153	34848
1810	12159	34841
1811	12166	34834
1812	12173	34827
1813	12180	34821
1814	12186	34812
1815	12192	34804
1816	12198	34796
1817	12205	34789
1818	12211	34781
1819	12218	34775
1820	12224	34767
1821	12231	34760
1822	12237	34752
1823	12244	34745
1824	12251	34739
1825	12258	34733
1826	12264	34726
1827	12271	34718
1828	12277	34711
1829	12284	34704
1830	12290	34697
1831	12297	34691
1832	12304	34684
1833	12311	34677
1834	12317	34670
1835	12324	34663
1836	12331	34657
1837	12338	34652
1838	12345	34646
1839	12352	34639
1840	12358	34633
1841	12365	34625
1842	12371	34618
1843	12378	34610
1844	12384	34602
1845	12390	34594
1846	12396	34586
1847	12403	34578
1848	12409	34571
1849	12416	34565
1850	12423	34558
1851	12429	34551
1852	12436	34544
1853	12442	34536
1854	12449	34529
1855	12455	34521
1856	12462	34514
1857	12469	34508
1858	12475	34500
1859	12482	34493
1860	12489	34487
1861	12495	34480
1862	12502	34475
1863	12509	34468
1864	12516	34461
1865	12522	34453
1866	12528	34446
1867	12535	34438
1868	12541	34430
1869	12548	34424
1870	12555	34417
1871	12561	34410
1872	12567	34401
1873	12574	34395
1874	12580	34387
1875	12587	34381
1876	12594	34374
1877	12600	34367
1878	12607	34360
1879	12613	34352
1880	12620	34345
1881	12626	34337
1882	12633	34330
1883	12639	34322
1884	12646	34315
1885	12652	34308
1886	12659	34301
1887	12665	34294
1888	12672	34287
1889	12678	34280
1890	12685	34272
1891	12691	34265
1892	12698	34257
1893	12704	34250
1894	12711	34243
1895	12717	34235
1896	12724	34228
1897	12730	34220
1898	12736	34213
1899	12743	34206
1900	12750	34199
1901	12756	34192
1902	12763	34185
1903	12769	34177
1904	12776	34170
1905	12782	34163
1906	12789	34156
1907	12795	34148
1908	12801	34140
1909	12808	34133
1910	12814	34125
1911	12821	34117
1912	12827	34110
1913	12834	34104
1914	12841	34097
1915	12847	34090
1916	12854	34083
1917	12864	34085
1918	12870	34078
1919	12876	34070
1920	12883	34062
1921	12889	34054
1922	12896	34048
1923	12902	34041
1924	12909	34033
1925	12915	34025
1926	12921	34018
1927	12928	34010
1928	12935	34003
1929	12941	33996
1930	12948	33989
1931	12955	33983
1932	12961	33977
1933	12968	33970
1934	12975	33963
1935	12981	33955
1936	12988	33949
1937	12994	33942
1938	13001	33935
1939	13008	33929
1940	13018	33930
1941	13025	33926
1942	13033	33920
1943	13040	33915
1944	13046	33908
1945	13053	33901
1946	13060	33894
1947	13066	33886
1948	13073	33879
1949	13079	33873
1950	13086	33865
1951	13093	33859
1952	13099	33852
1953	13106	33846
1954	13113	33840
1955	13120	33833
1956	13126	33826
1957	13134	33821
1958	13140	33813
1959	13147	33807
1960	13154	33801
1961	13160	33794
1962	13167	33787
1963	13174	33781
1964	13181	33774
1965	13188	33768
1966	13194	33762
1967	13201	33755
1968	13208	33748
1969	13215	33742
1970	13221	33734
1971	13227	33727
1972	13234	33721
1973	13241	33713
1974	13247	33705
1975	13253	33698
1976	13260	33692
1977	13267	33684
1978	13273	33677
1979	13280	33670
1980	13286	33663
1981	13293	33656
1982	13299	33648
1983	13306	33642
1984	13313	33635
1985	13320	33629
1986	13327	33623
1987	13334	33617
1988	13341	33610
1989	13347	33603
1990	13354	33596
1991	13360	33590
1992	13367	33581
1993	13373	33574
1994	13379	33566
1995	13386	33559
1996	13392	33552
1997	13399	33544
1998	13405	33537
1999	13412	33530
2000	13419	33525
2001	13426	33518
2002	13432	33512
2003	13439	33504
2004	13445	33496
2005	13452	33490
2006	13458	33482
2007	13465	33476
2008	13472	33468
2009	13478	33461
2010	13484	33454
2011	13491	33448
2012	13498	33439
2013	13504	33433
2014	13510	33425
2015	13517	33418
2016	13524	33412
2017	13531	33406
2018	13537	33398
2019	13544	33391
2020	13550	33383
2021	13556	33375
2022	13562	33367
2023	13569	33359
2024	13575	33352
2025	13582	33344
2026	13588	33337
2027	13595	33330
2028	13601	33323
2029	13607	33315
2030	13615	33310
2031	13629	33323
2032	13638	33321
2033	13646	33316
2034	13653	33311
2035	13660	33304
2036	13666	33297
2037	13673	33290
2038	13679	33283
2039	13686	33277
2040	13693	33270
2041	13699	33263
2042	13705	33255
2043	13712	33248
2044	13719	33240
2045	13725	33233
2046	13731	33225
2047	13738	33218
2048	13744	33211
2049	13751	33204
2050	13757	33196
2051	13764	33189
2052	13770	33182
2053	13777	33175
2054	13783	33168
2055	13790	33161
2056	13796	33153
2057	13803	33146
2058	13809	33139
2059	13815	33131
2060	13822	33124
2061	13828	33116
2062	13834	33108
2063	13841	33101
2064	13848	33094
2065	13857	33094
2066	13863	33086
2067	13869	33078
2068	13876	33070
2069	13882	33063
2070	13889	33056
2071	13895	33048
2072	13902	33042
2073	13908	33035
2074	13914	33026
2075	13921	33019
2076	13928	33013
2077	13934	33006
2078	13941	32998
2079	13947	32991
2080	13954	32984
2081	13960	32977
2082	13967	32970
2083	13973	32963
2084	13980	32956
2085	13986	32948
2086	13994	32945
2087	14002	32941
2088	14011	32939
2089	14018	32934
2090	14025	32928
2091	14032	32921
2092	14038	32913
2093	14045	32906
2094	14052	32900
2095	14059	32895
2096	14066	32889
2097	14073	32883
2098	14081	32878
2099	14088	32872
2100	14095	32867
2101	14102	32859
2102	14109	32854
2103	14116	32848
2104	14122	32840
2105	14129	32833
2106	14135	32826
2107	14142	32819
2108	14148	32812
2109	14155	32804
2110	14161	32798
2111	14168	32790
2112	14174	32783
2113	14180	32775
2114	14187	32768
2115	14193	32761
2116	14200	32753
2117	14206	32745
2118	14212	32738
2119	14219	32731
2120	14225	32723
2121	14232	32717
2122	14239	32710
2123	14245	32702
2124	14252	32696
2125	14258	32688
2126	14264	32681
2127	14271	32674
2128	14277	32666
2129	14284	32659
2130	14290	32652
2131	14297	32646
2132	14304	32639
2133	14311	32632
2134	14317	32625
2135	14323	32617
2136	14330	32610
2137	14336	32603
2138	14342	32595
2139	14349	32587
2140	14355	32579
2141	14362	32573
2142	14368	32566
2143	14375	32559
2144	14382	32552
2145	14388	32544
2146	14394	32536
2147	14401	32530
2148	14407	32522
2149	14413	32515
2150	14420	32507
2151	14426	32500
2152	14433	32493
2153	14440	32486
2154	14446	32480
2155	14453	32473
2156	14459	32465
2157	14466	32459
2158	14472	32451
2159	14479	32444
2160	14485	32437
2161	14492	32430
2162	14499	32423
2163	14505	32416
2164	14512	32409
2165	14518	32401
2166	14525	32394
2167	14531	32387
2168	14538	32380
2169	14544	32372
2170	14550	32365
2171	14557	32358
2172	14564	32352
2173	14571	32346
2174	14577	32339
2175	14584	32332
2176	14590	32325
2177	14597	32318
2178	14604	32311
2179	14610	32304
2180	14617	32297
2181	14623	32290
2182	14630	32283
2183	14637	32276
2184	14643	32269
2185	14649	32261
2186	14656	32255
2187	14662	32247
2188	14669	32240
2189	14676	32234
2190	14682	32227
2191	14689	32219
2192	14695	32212
2193	14702	32205
2194	14708	32198
2195	14715	32191
2196	14722	32184
2197	14728	32178
2198	14735	32170
2199	14741	32162
2200	14747	32155
2201	14754	32148
2202	14760	32140
2203	14767	32133
2204	14773	32126
2205	14779	32119
2206	14786	32111
2207	14792	32104
2208	14799	32097
2209	14805	32090
2210	14812	32083
2211	14818	32076
2212	14825	32068
2213	14831	32062
2214	14838	32055
2215	14848	32054
2216	14854	32046
2217	14860	32038
2218	14866	32031
2219	14873	32023
2220	14879	32017
2221	14886	32009
2222	14892	32002
2223	14899	31995
2224	14905	31988
2225	14911	31980
2226	14918	31974
2227	14925	31967
2228	14931	31959
2229	14938	31952
2230	14944	31945
2231	14950	31938
2232	14957	31931
2233	14964	31924
2234	14972	31921
2235	14980	31917
2236	14987	31912
2237	14994	31906
2238	15001	31900
2239	15008	31893
2240	15015	31887
2241	15022	31880
2242	15028	31873
2243	15035	31866
2244	15042	31860
2245	15049	31853
2246	15055	31846
2247	15062	31840
2248	15069	31834
2249	15076	31828
2250	15083	31822
2251	15090	31816
2252	15097	31810
2253	15105	31805
2254	15112	31799
2255	15119	31793
2256	15125	31786
2257	15132	31779
2258	15138	31772
2259	15145	31765
2260	15152	31759
2261	15158	31752
2262	15165	31745
2263	15172	31739
2264	15179	31731
2265	15185	31725
2266	15192	31718
2267	15199	31712
2268	15205	31705
2269	15212	31697
2270	15218	31689
2271	15224	31682
2272	15231	31675
2273	15237	31668
2274	15244	31661
2275	15251	31655
2276	15257	31648
2277	15264	31641
2278	15270	31633
2279	15277	31627
2280	15284	31620
2281	15290	31613
2282	15297	31606
2283	15304	31599
2284	15310	31592
2285	15316	31585
2286	15323	31578
2287	15329	31571
2288	15336	31565
2289	15343	31557
2290	15350	31551
2291	15356	31543
2292	15362	31536
2293	15369	31528
2294	15375	31521
2295	15382	31514
2296	15388	31506
2297	15394	31499
2298	15401	31492
2299	15407	31485
2300	15414	31478
2301	15420	31471
2302	15427	31464
2303	15433	31457
2304	15439	31449
2305	15446	31442
2306	15452	31434
2307	15458	31426
2308	15465	31419
2309	15471	31412
2310	15477	31404
2311	15484	31396
2312	15490	31389
2313	15497	31382
2314	15503	31375
2315	15509	31367
2316	15515	31359
2317	15522	31352
2318	15528	31345
2319	15534	31337
2320	15541	31330
2321	15547	31322
2322	15553	31315
2323	15560	31307
2324	15566	31300
2325	15573	31293
2326	15579	31286
2327	15586	31279
2328	15592	31272
2329	15599	31266
2330	15606	31259
2331	15612	31252
2332	15619	31244
2333	15625	31237
2334	15632	31230
2335	15638	31223
2336	15644	31215
2337	15651	31208
2338	15657	31201
2339	15664	31195
2340	15670	31187
2341	15677	31180
2342	15683	31173
2343	15690	31166
2344	15696	31159
2345	15703	31151
2346	15709	31144
2347	15715	31137
2348	15722	31129
2349	15728	31122
2350	15735	31115
2351	15741	31108
2352	15747	31100
2353	15754	31093
2354	15760	31085
2355	15766	31078
2356	15773	31071
2357	15780	31064
2358	15786	31057
2359	15792	31050
2360	15799	31042
2361	15805	31035
2362	15812	31028
2363	15818	31021
2364	15825	31014
2365	15831	31007
2366	15837	30999
2367	15847	30998
2368	15853	30990
2369	15859	30983
2370	15866	30976
2371	15873	30970
2372	15879	30963
2373	15886	30956
2374	15892	30949
2375	15899	30942
2376	15906	30935
2377	15912	30928
2378	15919	30922
2379	15926	30915
2380	15932	30909
2381	15939	30902
2382	15946	30895
2383	15955	30893
2384	15963	30889
2385	15970	30883
2386	15977	30877
2387	15984	30871
2388	15991	30864
2389	15998	30858
2390	16004	30851
2391	16011	30844
2392	16018	30838
2393	16025	30832
2394	16032	30826
2395	16039	30819
2396	16046	30813
2397	16052	30807
2398	16060	30801
2399	16066	30794
2400	16073	30787
2401	16080	30780
2402	16087	30775
2403	16093	30768
2404	16100	30762
2405	16107	30755
2406	16114	30748
2407	16120	30741
2408	16126	30734
2409	16133	30727
2410	16140	30720
2411	16147	30714
2412	16153	30707
2413	16160	30700
2414	16166	30693
2415	16173	30686
2416	16179	30679
2417	16186	30671
2418	16192	30664
2419	16198	30657
2420	16205	30650
2421	16211	30642
2422	16217	30635
2423	16224	30628
2424	16231	30621
2425	16237	30614
2426	16244	30607
2427	16251	30601
2428	16257	30594
2429	16264	30587
2430	16271	30581
2431	16277	30573
2432	16283	30566
2433	16290	30559
2434	16297	30552
2435	16303	30545
2436	16310	30538
2437	16316	30531
2438	16323	30526
2439	16330	30519
2440	16337	30512
2441	16343	30505
2442	16349	30497
2443	16356	30490
2444	16362	30483
2445	16369	30476
2446	16375	30469
2447	16382	30462
2448	16388	30455
2449	16395	30447
2450	16401	30440
2451	16408	30434
2452	16414	30427
2453	16421	30420
2454	16428	30413
2455	16434	30406
2456	16441	30399
2457	16447	30392
2458	16453	30385
2459	16460	30377
2460	16466	30370
2461	16473	30364
2462	16480	30357
2463	16486	30350
2464	16493	30343
2465	16499	30336
2466	16506	30329
2467	16513	30323
2468	16519	30316
2469	16526	30309
2470	16533	30302
2471	16539	30295
2472	16546	30288
2473	16552	30281
2474	16558	30274
2475	16565	30267
2476	16572	30261
2477	16579	30254
2478	16586	30248
2479	16593	30242
2480	16599	30235
2481	16606	30228
2482	16612	30221
2483	16619	30214
2484	16626	30207
2485	16632	30201
2486	16640	30195
2487	16646	30189
2488	16653	30181
2489	16659	30175
2490	16666	30168
2491	16673	30161
2492	16679	30154
2493	16686	30147
2494	16692	30140
2495	16699	30133
2496	16705	30125
2497	16711	30118
2498	16717	30110
2499	16724	30104
2500	16731	30097
2501	16737	30090
2502	16743	30082
2503	16750	30075
2504	16756	30068
2505	16763	30061
2506	16769	30054
2507	16776	30047
2508	16783	30041
2509	16789	30034
2510	16796	30027
2511	16802	30020
2512	16809	30013
2513	16816	30007
2514	16822	29999
2515	16828	29992
2516	16838	29990
2517	16844	29983
2518	16851	29976
2519	16857	29969
2520	16863	29961
2521	16870	29955
2522	16877	29947
2523	16883	29940
2524	16890	29934
2525	16896	29927
2526	16903	29920
2527	16909	29913
2528	16916	29905
2529	16922	29898
2530	16931	29896
2531	16941	29895
2532	16951	29894
2533	16960	29891
2534	16969	29888
2535	16976	29883
2536	16983	29877
2537	16990	29870
2538	16998	29865
2539	17004	29858
2540	17010	29851
2541	17017	29844
2542	17024	29837
2543	17031	29831
2544	17038	29825
2545	17044	29818
2546	17051	29811
2547	17059	29806
2548	17066	29801
2549	17073	29795
2550	17080	29787
2551	17086	29780
2552	17092	29773
2553	17098	29765
2554	17105	29758
2555	17111	29750
2556	17118	29744
2557	17124	29736
2558	17130	29729
2559	17137	29722
2560	17143	29715
2561	17150	29709
2562	17157	29702
2563	17164	29695
2564	17170	29689
2565	17177	29681
2566	17183	29674
2567	17189	29667
2568	17196	29660
2569	17202	29653
2570	17209	29645
2571	17215	29638
2572	17222	29631
2573	17229	29625
2574	17236	29619
2575	17242	29612
2576	17249	29605
2577	17255	29598
2578	17262	29591
2579	17268	29583
2580	17274	29576
2581	17281	29569
2582	17287	29562
2583	17293	29554
2584	17300	29547
2585	17307	29541
2586	17313	29534
2587	17320	29527
2588	17326	29520
2589	17333	29513
2590	17339	29506
2591	17346	29498
2592	17352	29491
2593	17358	29484
2594	17365	29477
2595	17371	29470
2596	17378	29463
2597	17384	29456
2598	17391	29449
2599	17398	29443
2600	17404	29435
2601	17411	29428
2602	17417	29422
2603	17424	29415
2604	17430	29408
2605	17437	29400
2606	17443	29393
2607	17450	29386
2608	17456	29380
2609	17463	29372
2610	17469	29366
2611	17476	29359
2612	17483	29352
2613	17490	29346
2614	17496	29339
2615	17503	29332
2616	17509	29325
2617	17515	29318
2618	17522	29310
2619	17528	29303
2620	17535	29296
2621	17542	29290
2622	17548	29283
2623	17555	29276
2624	17562	29270
2625	17568	29263
2626	17575	29256
2627	17581	29249
2628	17588	29242
2629	17594	29235
2630	17601	29229
2631	17608	29222
2632	17615	29215
2633	17621	29209
2634	17628	29202
2635	17635	29196
2636	17641	29188
2637	17648	29182
2638	17655	29175
2639	17662	29169
2640	17668	29162
2641	17675	29156
2642	17682	29150
2643	17689	29143
2644	17696	29136
2645	17702	29129
2646	17709	29122
2647	17715	29115
2648	17722	29108
2649	17729	29102
2650	17735	29095
2651	17742	29088
2652	17748	29080
2653	17754	29073
2654	17761	29067
2655	17767	29059
2656	17774	29052
2657	17780	29045
2658	17786	29038
2659	17793	29031
2660	17800	29024
2661	17806	29017
2662	17813	29011
2663	17820	29004
2664	17829	29002
2665	17835	28994
2666	17842	28987
2667	17848	28980
2668	17854	28973
2669	17861	28966
2670	17867	28958
2671	17874	28951
2672	17880	28944
2673	17886	28937
2674	17893	28930
2675	17900	28923
2676	17909	28920
2677	17916	28914
2678	17923	28909
2679	17930	28902
2680	17937	28895
2681	17943	28888
2682	17949	28881
2683	17956	28874
2684	17962	28867
2685	17969	28861
2686	17976	28854
2687	17983	28848
2688	17990	28842
2689	17997	28836
2690	18004	28830
2691	18011	28823
2692	18018	28817
2693	18025	28811
2694	18032	28804
2695	18038	28798
2696	18045	28791
2697	18052	28784
2698	18058	28777
2699	18065	28770
2700	18071	28763
2701	18078	28757
2702	18085	28750
2703	18091	28742
2704	18097	28735
2705	18104	28728
2706	18110	28721
2707	18117	28714
2708	18123	28707
2709	18130	28700
2710	18136	28693
2711	18143	28687
2712	18150	28680
2713	18156	28673
2714	18163	28666
2715	18170	28660
2716	18176	28653
2717	18183	28646
2718	18190	28640
2719	18196	28633
2720	18203	28626
2721	18210	28620
2722	18217	28614
2723	18224	28607
2724	18230	28600
2725	18237	28594
2726	18244	28587
2727	18251	28581
2728	18258	28575
2729	18265	28568
2730	18272	28563
2731	18279	28556
2732	18285	28549
2733	18292	28541
2734	18298	28535
2735	18305	28528
2736	18312	28521
2737	18318	28515
2738	18325	28508
2739	18332	28501
2740	18338	28495
2741	18344	28487
2742	18351	28480
2743	18358	28473
2744	18364	28467
2745	18371	28460
2746	18378	28453
2747	18384	28446
2748	18391	28440
2749	18397	28433
2750	18404	28425
2751	18410	28418
2752	18417	28411
2753	18423	28404
2754	18429	28397
2755	18436	28390
2756	18443	28383
2757	18449	28376
2758	18456	28369
2759	18462	28362
2760	18469	28356
2761	18475	28349
2762	18482	28342
2763	18488	28335
2764	18495	28328
2765	18501	28321
2766	18508	28314
2767	18515	28307
2768	18521	28300
2769	18528	28293
2770	18534	28287
2771	18541	28280
2772	18548	28273
2773	18554	28266
2774	18560	28259
2775	18567	28252
2776	18573	28245
2777	18579	28237
2778	18586	28230
2779	18592	28223
2780	18598	28216
2781	18605	28209
2782	18611	28202
2783	18618	28195
2784	18625	28189
2785	18631	28182
2786	18638	28174
2787	18644	28167
2788	18650	28160
2789	18657	28153
2790	18664	28146
2791	18670	28139
2792	18676	28132
2793	18683	28125
2794	18690	28118
2795	18696	28111
2796	18703	28105
2797	18710	28098
2798	18716	28092
2799	18723	28085
2800	18730	28078
2801	18736	28070
2802	18742	28063
2803	18749	28056
2804	18755	28049
2805	18762	28042
2806	18768	28035
2807	18774	28028
2808	18782	28022
2809	18788	28015
2810	18795	28008
2811	18801	28001
2812	18808	27995
2813	18814	27988
2814	18821	27981
2815	18830	27978
2816	18837	27971
2817	18843	27964
2818	18850	27957
2819	18857	27951
2820	18863	27944
2821	18870	27938
2822	18877	27931
2823	18883	27924
2824	18909	27946
2825	18922	27948
2826	18931	27945
2827	18939	27939
2828	18946	27933
2829	18952	27926
2830	18959	27919
2831	18965	27912
2832	18972	27905
2833	18979	27899
2834	18985	27892
2835	18992	27885
2836	18998	27878
2837	19005	27871
2838	19012	27865
2839	19018	27858
2840	19025	27852
2841	19032	27845
2842	19039	27839
2843	19046	27833
2844	19053	27826
2845	19060	27819
2846	19066	27812
2847	19072	27805
2848	19079	27799
2849	19086	27792
2850	19093	27785
2851	19099	27779
2852	19106	27772
2853	19112	27765
2854	19119	27759
2855	19127	27753
2856	19134	27746
2857	19140	27740
2858	19147	27733
2859	19154	27726
2860	19160	27719
2861	19167	27712
2862	19173	27706
2863	19180	27699
2864	19186	27692
2865	19193	27685
2866	19200	27678
2867	19206	27671
2868	19213	27665
2869	19219	27657
2870	19226	27651
2871	19233	27645
2872	19240	27638
2873	19247	27632
2874	19254	27625
2875	19260	27618
2876	19266	27611
2877	19273	27604
2878	19279	27597
2879	19286	27590
2880	19293	27583
2881	19299	27576
2882	19306	27570
2883	19312	27563
2884	19319	27556
2885	19324	27547
2886	19331	27540
2887	19338	27534
2888	19344	27527
2889	19351	27520
2890	19357	27513
2891	19364	27506
2892	19370	27499
2893	19377	27492
2894	19384	27486
2895	19390	27479
2896	19397	27471
2897	19403	27464
2898	19409	27457
2899	19416	27450
2900	19422	27442
2901	19428	27435
2902	19434	27428
2903	19441	27421
2904	19448	27414
2905	19455	27409
2906	19461	27401
2907	19468	27395
2908	19475	27388
2909	19481	27381
2910	19488	27374
2911	19494	27367
2912	19501	27361
2913	19508	27354
2914	19515	27348
2915	19522	27341
2916	19528	27334
2917	19535	27327
2918	19541	27320
2919	19547	27313
2920	19554	27306
2921	19561	27299
2922	19567	27292
2923	19574	27285
2924	19580	27279
2925	19587	27272
2926	19593	27265
2927	19600	27258
2928	19606	27251
2929	19613	27244
2930	19619	27237
2931	19626	27230
2932	19632	27223
2933	19639	27216
2934	19645	27209
2935	19652	27202
2936	19658	27195
2937	19665	27188
2938	19671	27181
2939	19678	27174
2940	19684	27167
2941	19691	27161
2942	19698	27154
2943	19704	27147
2944	19711	27141
2945	19718	27134
2946	19724	27127
2947	19731	27121
2948	19738	27114
2949	19744	27107
2950	19751	27100
2951	19758	27093
2952	19764	27086
2953	19771	27080
2954	19778	27073
2955	19784	27066
2956	19791	27059
2957	19797	27053
2958	19804	27046
2959	19811	27039
2960	19820	27036
2961	19827	27029
2962	19833	27023
2963	19840	27015
2964	19846	27009
2965	19853	27002
2966	19859	26995
2967	19866	26988
2968	19872	26981
2969	19881	26977
2970	19889	26971
2971	19896	26965
2972	19903	26959
2973	19910	26953
2974	19916	26946
2975	19923	26939
2976	19930	26932
2977	19936	26925
2978	19944	26920
2979	19950	26913
2980	19958	26907
2981	19965	26901
2982	19972	26895
2983	19979	26888
2984	19986	26882
2985	19992	26875
2986	19999	26868
2987	20006	26862
2988	20012	26855
2989	20019	26849
2990	20026	26842
2991	20033	26836
2992	20040	26830
2993	20047	26823
2994	20054	26816
2995	20060	26810
2996	20067	26803
2997	20074	26796
2998	20080	26789
2999	20087	26782
3000	20093	26775
3001	20100	26769
3002	20106	26761
3003	20113	26755
3004	20120	26748
3005	20126	26741
3006	20132	26734
3007	20139	26727
3008	20145	26720
3009	20152	26713
3010	20158	26706
3011	20165	26699
3012	20171	26692
3013	20177	26685
3014	20184	26678
3015	20191	26671
3016	20197	26664
3017	20204	26657
3018	20210	26650
3019	20216	26643
3020	20223	26636
3021	20230	26629
3022	20236	26622
3023	20242	26615
3024	20249	26608
3025	20256	26602
3026	20263	26595
3027	20269	26589
3028	20276	26582
3029	20282	26575
3030	20289	26568
3031	20297	26563
3032	20305	26558
3033	20313	26553
3034	20321	26548
3035	20329	26543
3036	20336	26537
3037	20343	26530
3038	20350	26524
3039	20356	26516
3040	20362	26510
3041	20369	26503
3042	20376	26496
3043	20382	26489
3044	20389	26483
3045	20396	26476
3046	20403	26469
3047	20409	26462
3048	20416	26456
3049	20422	26449
3050	20429	26442
3051	20435	26435
3052	20443	26429
3053	20449	26422
3054	20456	26416
3055	20463	26410
3056	20470	26403
3057	20477	26396
3058	20483	26389
3059	20490	26382
3060	20496	26376
3061	20503	26369
3062	20510	26362
3063	20516	26355
3064	20523	26349
3065	20530	26342
3066	20536	26335
3067	20543	26329
3068	20550	26322
3069	20557	26315
3070	20563	26308
3071	20569	26301
3072	20576	26294
3073	20582	26287
3074	20589	26280
3075	20595	26273
3076	20601	26266
3077	20608	26259
3078	20615	26252
3079	20621	26245
3080	20627	26238
3081	20634	26231
3082	20641	26225
3083	20648	26218
3084	20654	26211
3085	20661	26204
3086	20667	26197
3087	20674	26190
3088	20680	26183
3089	20687	26177
3090	20693	26170
3091	20700	26163
3092	20707	26157
3093	20713	26150
3094	20720	26143
3095	20726	26136
3096	20733	26129
3097	20739	26121
3098	20746	26115
3099	20752	26108
3100	20759	26101
3101	20765	26094
3102	20771	26087
3103	20778	26080
3104	20785	26074
3105	20792	26067
3106	20799	26061
3107	20805	26054
3108	20815	26051
3109	20822	26044
3110	20828	26037
3111	20835	26031
3112	20842	26024
3113	20849	26017
3114	20858	26015
3115	20866	26009
3116	20874	26003
3117	20880	25997
3118	20887	25991
3119	20894	25984
3120	20900	25977
3121	20907	25970
3122	20914	25963
3123	20921	25957
3124	20927	25950
3125	20934	25943
3126	20941	25937
3127	20948	25930
3128	20954	25923
3129	20961	25917
3130	20968	25910
3131	20975	25904
3132	20981	25897
3133	20989	25891
3134	20996	25885
3135	21003	25878
3136	21010	25872
3137	21016	25865
3138	21023	25859
3139	21030	25852
3140	21036	25845
3141	21043	25838
3142	21049	25831
3143	21055	25824
3144	21062	25816
3145	21068	25810
3146	21075	25803
3147	21081	25796
3148	21088	25789
3149	21094	25782
3150	21101	25775
3151	21107	25768
3152	21114	25761
3153	21121	25755
3154	21127	25747
3155	21133	25741
3156	21140	25734
3157	21146	25726
3158	21152	25719
3159	21159	25712
3160	21166	25705
3161	21172	25698
3162	21179	25692
3163	21186	25685
3164	21193	25679
3165	21199	25672
3166	21205	25665
3167	21212	25658
3168	21218	25651
3169	21225	25644
3170	21231	25637
3171	21238	25631
3172	21245	25624
3173	21252	25618
3174	21259	25611
3175	21265	25604
3176	21272	25598
3177	21279	25591
3178	21285	25583
3179	21291	25577
3180	21298	25570
3181	21305	25563
3182	21311	25556
3183	21318	25549
3184	21324	25542
3185	21331	25536
3186	21337	25529
3187	21344	25522
3188	21350	25515
3189	21357	25508
3190	21363	25501
3191	21369	25494
3192	21376	25487
3193	21382	25480
3194	21389	25473
3195	21396	25466
3196	21402	25459
3197	21408	25452
3198	21415	25445
3199	21422	25439
3200	21429	25432
3201	21436	25426
3202	21442	25419
3203	21449	25412
3204	21456	25405
3205	21462	25399
3206	21469	25392
3207	21475	25385
3208	21482	25378
3209	21488	25370
3210	21494	25363
3211	21501	25357
3212	21507	25350
3213	21514	25343
3214	21521	25336
3215	21527	25329
3216	21534	25322
3217	21540	25316
3218	21547	25309
3219	21554	25302
3220	21560	25295
3221	21567	25289
3222	21574	25282
3223	21580	25275
3224	21586	25268
3225	21593	25261
3226	21599	25254
3227	21606	25247
3228	21613	25240
3229	21619	25234
3230	21626	25227
