iter	Logloss
0	0.6737848709
1	0.6374346911
2	0.6066445442
3	0.5864455502
4	0.5667783716
5	0.5508642088
6	0.5251574876
7	0.4976606588
8	0.4845357195
9	0.4608023048
10	0.4489314705
11	0.4341904611
12	0.4238605672
13	0.4131838093
14	0.3935015833
15	0.3838456073
16	0.3642511749
17	0.3555336607
18	0.3387627601
19	0.3305150788
20	0.322506793
21	0.3151221778
22	0.3080101833
23	0.2936298884
24	0.2822739944
25	0.2701386538
26	0.2599403835
27	0.2544776428
28	0.2420749439
29	0.2305094353
30	0.2254143778
31	0.219355231
32	0.2117257216
33	0.2077671008
34	0.2040262352
35	0.2004161046
36	0.1904398817
37	0.1853280456
38	0.1822241054
39	0.1783136998
40	0.1705735645
41	0.1678949648
42	0.1654911646
43	0.1589947333
44	0.1567010073
45	0.1503765096
46	0.1441006813
47	0.1417371633
48	0.1399079314
49	0.1380969253
50	0.136377937
51	0.1338006829
52	0.1321685726
53	0.1271960178
54	0.1229158698
55	0.1192400474
56	0.1156304678
57	0.1144948936
58	0.1112510137
59	0.1098991323
60	0.1088433674
61	0.1056697119
62	0.102285092
63	0.09963783122
64	0.098818898
65	0.09713064246
66	0.09405392605
67	0.09336393005
68	0.09066468676
69	0.08813813076
70	0.08596130454
71	0.08379793751
72	0.0820984651
73	0.08023358977
74	0.07867708538
75	0.07700692115
76	0.07655557552
77	0.07500128854
78	0.07334555429
79	0.07177673034
80	0.07050471729
81	0.06914060231
82	0.06777497653
83	0.06717967873
84	0.06601005695
85	0.06582895423
86	0.06518466146
87	0.06418204871
88	0.06329400856
89	0.06244579126
90	0.06156215271
91	0.06058557164
92	0.0602845519
93	0.05955697571
94	0.05874812488
95	0.05806197834
96	0.05718644869
97	0.05662710153
98	0.05598368563
99	0.05538421967
100	0.05482177298
101	0.05433228243
102	0.0538589367
103	0.05336530208
104	0.05296139959
105	0.05243106127
106	0.05199291198
107	0.05150501255
108	0.05106151665
109	0.05055477749
110	0.05021508301
111	0.04989741382
112	0.0495922051
113	0.04932713205
114	0.04900424877
115	0.04876451186
116	0.04849224693
117	0.04821313318
118	0.04794699339
119	0.04773012764
120	0.04747646968
121	0.04718535076
122	0.04696452871
123	0.04674777873
124	0.0465207212
125	0.04634134134
126	0.04618879668
127	0.045988806
128	0.04574783512
129	0.04552865766
130	0.04536536187
131	0.04523076147
132	0.04506764291
133	0.04489280435
134	0.04475199864
135	0.0445987826
136	0.04447928967
137	0.04435359161
138	0.04423387542
139	0.04408645274
140	0.04396314578
141	0.04385615989
142	0.04376102804
143	0.04368270575
144	0.0435711731
145	0.04345554633
146	0.043334507
147	0.0432482606
148	0.04314598749
149	0.04309420928
150	0.0430112882
151	0.04294485811
152	0.04285682393
153	0.04279351756
154	0.0427090456
155	0.04264161568
156	0.04255516206
157	0.0424698081
158	0.0423925066
159	0.04231997842
160	0.04224598072
161	0.04217782426
162	0.04210898443
163	0.04202993047
164	0.04198302251
165	0.04193024206
166	0.04188035612
167	0.04182304416
168	0.0417674634
169	0.04170090844
170	0.04164479801
171	0.04160628743
172	0.0415857162
173	0.04156997357
174	0.04155421597
175	0.04150050409
176	0.04145269735
177	0.04140495598
178	0.04135428468
179	0.04131240148
180	0.04126450107
181	0.04121188183
182	0.0411853844
183	0.04113232651
184	0.04109472595
185	0.04104800532
186	0.04101052635
187	0.04097574126
188	0.04093866195
189	0.04090352267
190	0.04087008193
191	0.04082886188
192	0.04080073715
193	0.04077205737
194	0.04074623893
195	0.0407210235
196	0.04069269485
197	0.0406623954
198	0.04062870007
199	0.04060472932
200	0.0405728917
201	0.04054587534
202	0.04052358195
203	0.04049985091
204	0.04047378305
205	0.04044857942
206	0.04043605704
207	0.04041157835
208	0.04039390047
209	0.04036612802
210	0.0403428112
211	0.04032505932
212	0.04029175857
213	0.04026936242
214	0.04025429738
215	0.04023159906
216	0.04020754068
217	0.04018860177
218	0.04016528588
219	0.04014169515
220	0.04013292745
221	0.04010797664
222	0.04009356733
223	0.04008318768
224	0.04005927403
225	0.04004478752
226	0.04002871952
227	0.04000858064
228	0.03999313225
229	0.03997392862
230	0.03995524781
231	0.03993870931
232	0.03992143971
233	0.03990809263
234	0.03988270381
235	0.03986426006
236	0.03985208595
237	0.03983622841
238	0.03982308771
239	0.03980348396
240	0.03979390417
241	0.03979352287
242	0.03977867571
243	0.03976139839
244	0.03974752268
245	0.03973627804
246	0.03972159093
247	0.03971354455
248	0.03969475455
249	0.03968283325
250	0.03967025245
251	0.03965319625
252	0.03964021406
253	0.0396262291
254	0.03961914303
255	0.03960352913
256	0.03958062753
257	0.0395674994
258	0.03955353358
259	0.03954796369
260	0.03953188699
261	0.03952267143
262	0.03950645749
263	0.03949206507
264	0.03947777171
265	0.03946481886
266	0.0394527407
267	0.03943559631
268	0.0394249388
269	0.03941140992
270	0.03939614278
271	0.03938284841
272	0.03937214959
273	0.03936230824
274	0.03934853019
275	0.03933337927
276	0.03932747918
277	0.03931315486
278	0.03930335876
279	0.03929305507
280	0.03928317056
281	0.03927473078
282	0.0392603448
283	0.03924437889
284	0.0392304857
285	0.03921966595
286	0.039217014
287	0.03920784277
288	0.03920004538
289	0.03918676607
290	0.03918147713
291	0.0391639106
292	0.03914855344
293	0.03913592889
294	0.03912995744
295	0.03912500409
296	0.03911275565
297	0.03910209348
298	0.03909419732
299	0.03908329792
300	0.0390752115
301	0.03907275804
302	0.03906164521
303	0.03904953676
304	0.03903554916
305	0.03902744656
306	0.03901341157
307	0.03900687178
308	0.03900242902
309	0.03899200621
310	0.03898055858
311	0.0389686861
312	0.03895552529
313	0.03893882615
314	0.03893199904
315	0.03892524852
316	0.0389066417
317	0.03889467003
318	0.03888167446
319	0.03887011941
320	0.03885729188
321	0.03884712212
322	0.03884616057
323	0.03883860688
324	0.03883303591
325	0.03882202471
326	0.03881144229
327	0.03879998899
328	0.03878471087
329	0.03877674239
330	0.03877049585
331	0.03875971812
332	0.03874211433
333	0.03872826783
334	0.03871606285
335	0.03870656792
336	0.03869747916
337	0.03869351799
338	0.03868457391
339	0.03866794959
340	0.03865845554
341	0.03865227603
342	0.03864903842
343	0.03864237474
344	0.03864155728
345	0.03863027206
346	0.03861799648
347	0.03861140529
348	0.03860158088
349	0.03858934803
350	0.03858167814
351	0.03857449875
352	0.03856607471
353	0.03856113196
354	0.03855896551
355	0.03855870488
356	0.03854656091
357	0.03853695796
358	0.03853086464
359	0.03852368429
360	0.03851717693
361	0.03850245979
362	0.03849533584
363	0.03849072989
364	0.03847997766
365	0.03846737606
366	0.0384577566
367	0.0384572982
368	0.03844475932
369	0.03842904819
370	0.03841620993
371	0.03840513525
372	0.03839575191
373	0.03838982075
374	0.03837771978
375	0.03836859932
376	0.0383584483
377	0.03834707879
378	0.03833774038
379	0.03832518427
380	0.03831364861
381	0.038311788
382	0.03830410818
383	0.03829469927
384	0.03829456098
385	0.03828680292
386	0.03827437789
387	0.03826360763
388	0.0382572069
389	0.03824925867
390	0.03824504052
391	0.03823570302
